Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Fitterfly,2021,2018.0,HealthTech,Pre-series A,509432.89,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.","9Unicorns Accelerator Fund, Metaform Ventures",520149.1484475247,819752.7082249357,790643.2620811297,905491.8709591934,1081154.5650248975,1105605.8220269657
FreeStand,2021,2021.0,B2B service,Unknown,971649.32,New New Delhi,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,"SucSEED Indovation, IIM Calcutta Innovation Park",1324215.9074121038,1422331.3055850933,1520716.3053793074,1963640.590683274,1746604.9436951906,1951580.8720771626
MyDentalPlan,2021,2016.0,Helathcare,Seed,1196779.81,Bengaluru,My Dental Plan provides dental care packages and services.,Safe Planet Medicare,1781047.2098513162,1718767.6109154827,2283616.5304062665,2251680.0209723357,2201334.095573679,2596706.9112407924
Freyr Energy,2021,2018.0,Renewable Energy,Unknown,591926.15,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.","Impact Partners, C4D Partners",842788.9620894041,941462.074340747,913922.0645692758,951879.2348896083,1185958.7640182604,1360837.951219582
DealShare,2021,2018.0,E-commerce,Unknown,569801.36,Jaipur,DealShare is a Social Commerce Startup,"Tiger Global Management, InnoVen Capital",571394.7927008239,941520.3008340045,910735.6974074692,998439.3946740251,1157898.9722227457,1390372.8186606737
Tessolve,2021,2017.0,Electronics,Unknown,909416.47,Bengaluru,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",Novo Tellus Capital,1538659.8978971452,1544697.6264723602,1619059.9039018939,1530483.6691406851,1764257.4630838803,1751524.3037564275
Smart Joules,2021,2015.0,Renewable Energy,Unknown,1671512.03,New New Delhi,Smart Joules is an energy management company.,"Raintree Family Office, ADB arm",2593648.068116899,3049684.0741762044,2839289.72946426,2572906.427886924,3593243.2529047695,3104402.268725333
ORAI,2021,2009.0,IT startup,Pre-series A,1766926.18,Bengaluru,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,Inflection Point Ventures,2406435.8788700365,2864841.0067145815,3399294.9483896103,3107347.359199567,3294459.8157112002,3435458.852667346
ixamBee,2021,2013.0,EdTech,Seed,575835.53,New New Delhi,ixamBee is to provide best online learning experience for preparation of competitive exams.,"Mumbai Angels, Narendra Shyamsukha",826828.6164298995,1013879.4240685246,1062792.7370268898,1054249.8490482708,993296.933334127,1129847.2214732124
CoinSwitch Kuber,2021,2015.0,FinTech,Series B,678176.61,Bengaluru,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,"Paradigm, Kunal Shah",1142155.5476396342,1014854.2953715081,1275834.2262265985,1197680.3477647742,1319849.9100451947,1360211.5176159395
Razorpay,2021,2002.0,FinTech,Series E,705220.74,Bengaluru,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Matrix Partners India, GIC",1042764.0321130005,1018480.1624574899,1277861.7518777286,1348621.3917112586,1174626.3249309335,1489861.634733659
Uable,2021,2014.0,EdTech,Seed,1604699.78,Bengaluru,Uable offers role based programmes to empower children to explore different domains.,"Chiratae Ventures, JAFCO Asia",1933330.606979153,2216064.7659893,2861630.946935706,2935419.4684662176,2818818.3792602937,3838030.9801373794
ZFW Hospitality,2021,2015.0,Food & Beverages,Pre-seed,597292.0,New New Delhi,Creating a sustainable and scalable cloud kitchen network.,"Mumbai Angels Network, Expert DOJO",617031.2867766259,862571.3993309191,987481.2037842773,978499.6865484844,1043351.4225435061,1376387.8871939601
Optimized Electrotech,2021,2020.0,Aeorspace,Pre-series A,1591775.9,Ahmadabad,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",GVFL,1892627.4524402937,2493812.719243776,2886261.9145797794,2852512.0084992293,3398679.6749862474,3229469.781931652
Northern Arc,2021,2021.0,FinTech,Unknown,1001441.02,Chennai,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,"Kotak Mahindra Bank, FMO",1640052.891758573,1610646.7299531724,1430533.429268126,1864835.0057739324,2131313.2676922204,2265309.0271263868
Chara,2021,2021.0,Deep Tech,Seed,565395.85,Bengaluru,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",Kalaari Capital,846693.5442660255,1060121.9454496463,1071960.652016237,1177769.5308957803,1204194.9856492502,1082698.937433046
Sirona Hygiene,2021,2021.0,HealthTech,Series A,1913585.24,New New Delhi,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,"NB Ventures, IAN Fund",2280849.6616270784,3469570.766295326,2952565.2252171286,3120298.0448960997,3596139.6023824643,4039518.3900350155
Pristyn Care,2021,2009.0,HealthTech,Series D,1373155.68,Gurugram,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,"Sequoia Capital India, Hummingbird Ventures",1681259.3611402283,1948002.3201155097,2048635.0977431585,2208207.9464393524,2973637.786790387,3186388.3447201275
TrulyMadly,2021,2020.0,Dating,Pre-series A,994031.98,New New Delhi,Trulymadly is a dating platform that uses a match making algorithm.,"Gaurav Munjal, Snehil Khanor",1439708.803293088,1631584.1713873774,1473878.2050104293,1653763.4644789023,2079830.342806078,2371394.830652785
Vidyakul,2021,2021.0,EdTech,Seed,1707162.37,Unknown,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,"JITO Angel Network, SOSV",1771279.4930408911,2426593.1363282613,3383472.9461142523,3232635.809083757,3132789.7721430417,3495748.8900391376
Jambox Games,2021,2021.0,Gaming,Seed,768344.8,Bengaluru,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",Unknown,1149263.9061680676,1112045.9312607837,1419046.0555506707,1592468.0982114885,1648561.926690743,1801834.825006975
Miko,2021,2021.0,Robotics,Unknown,1912874.73,Mumbai,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.","Chiratae Ventures, YourNest Venture Capital",2261587.326910308,2704309.783340212,2978810.1131129614,3190576.6663233475,3271105.9971744427,4386589.044464884
SuperK,2021,2015.0,Retail,Seed,1596104.33,"Small Towns, Andhra Pradesh",SuperK is a full-stack solution to empower small format retail stores in India.,STRIVE VC,1726791.79526359,2895560.0502088405,2560567.466509007,3306621.077059442,3017466.1215225873,3684583.951263026
TagZ Foods,2021,2019.0,Food,Pre-series A,1301649.97,Bengaluru,TagZ Foods is a supplier of snacks and food products.,Venture Catalysts,1687476.9042724357,1945688.7849292196,1979126.62681868,2488526.164753629,2296810.7458304428,3174314.2726197126
Fuel Buddy,2021,2018.0,Oil and Energy,Unknown,1864405.72,New New Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,Jaipuria Family Office,2851760.097991363,2514468.763547698,3109318.655049664,3787049.5292003774,3089414.9153750627,3402046.5868637217
M1xchange,2021,2020.0,FinTech,Unknown,1153398.09,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Amazon,1946780.721176228,2125037.569417947,1716314.7125709548,2118561.7269261153,2309606.0741132856,2368702.697216309
Spintly,2021,2020.0,Tech Startup,Unknown,995273.62,Goa,Wireless cloud based access control platform,Riso Capital,1425424.9651354467,1639673.7021191695,1794990.0212771923,1580074.1753681228,1603445.7052147405,2036597.3699209534
EF Polymer,2021,2009.0,AgriTech,Unknown,1039933.28,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,MTG Ventures,1147547.5040747994,1870475.664886747,2061224.855459219,1915694.9674309941,1727918.5163895427,2527757.7847238593
boAt,2021,2021.0,Electronics,Unknown,694756.7,New New Delhi,boAt is a consumer electronics and lifestyle company.,"Qualcomm Ventures, Warburg Pincus",1067926.3666386316,1167236.1759307208,1210448.194190546,1349986.1137979988,1515463.4636681108,1702038.8231257126
TruNativ,2021,2021.0,Food & Beverages,Seed,1944961.74,Mumbai,TruNativ Foods & Beverages Pvt Ltd,9Unicorns,2504279.276524585,2828790.8690748136,3603285.3293595663,3427576.3620594647,3816266.0018076384,4803791.7727329945
iBus,2021,2021.0,Telecommuncation,Unknown,1970631.19,Bengaluru,iBus Networks is an in-building connectivity solutions company,Morgan Stanley,2400926.3262483277,3497808.4668616164,3307399.3548357147,3875005.0642637415,4315863.508529729,4649093.3056304995
Puresh Daily,2021,2009.0,Milk startup,Seed,1456829.03,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,"Alfa Ventures, Agility Venture Partners",2139286.8273494984,2241233.378480942,2485102.1152496138,2410571.413574619,2912822.433365312,2833280.820955673
LearnVern,2021,2020.0,EdTech,Unknown,643432.67,Ahmadabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,Unknown,743298.2447949874,1178515.7159115237,1212080.7600393372,1070860.9248077935,1312494.1324372848,1368796.669875707
LimeChat,2021,2021.0,AI Chatbot,Seed,1545397.72,"Faridabad, Haryana",Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,"Stellaris Venture Partners, Ramakant Sharma",2353230.3197069704,2020567.2982654392,2989251.842878638,2758335.722020135,2528800.7423990224,3295859.0003611883
Dybo,2021,2021.0,IT,Seed,589550.2,Bengaluru,Product Visualisation Technology for Commerce,Spanache,628378.6875522847,920958.4545293092,863749.188935475,972907.1096765234,955154.3352216582,1317965.030725678
moEVing,2021,2021.0,Logistics,Seed,659223.06,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",Unknown,993683.7532916387,1035853.6432222269,1223765.5607440087,1294497.3874772699,1415244.1222546264,1542138.9488111753
WeWork India,2021,2015.0,Hospitality,Unknown,878956.92,Bengaluru,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",Unknown,1224610.386919249,1555426.8005235512,1443746.4974574433,1718136.9515442497,1785784.205524395,1774862.8804041157
Solethreads,2021,2019.0,Fashion,Series A,1291112.93,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,"DSG Consumer Partners, Saama Capital",2188926.3747864016,1743429.8920782884,2011826.8213643276,2461123.64635947,2682597.2041226286,2348852.9555107
Beldara,2021,2018.0,E-commerce,Unknown,1101668.15,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",Hindustan Media Ventures,1856611.4112251047,1809303.1831831213,1834583.5718001248,2087836.708419843,2406929.062456704,2086873.4303653468
CredFlow,2021,2020.0,FinTech,Seed,1820813.93,New New Delhi,CredFlow provides financial solutions to automate your cashflows.,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",1878860.2198032178,2752115.680155716,3281560.930907137,3555416.2002791776,3665495.706623105,3369812.5257738535
Do Your Thng,2021,2020.0,Marketing,Unknown,866632.79,Gurugram,World's first shared economy platform for digital assets.,"Angelbay Holdings, Faad Network",889630.2989729194,1643003.1618344272,1417814.271560278,1815478.0720368691,1647918.7564898848,2031656.5994014796
Oye Rickshaw,2021,2009.0,Transportation,Unknown,1094370.92,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,"Alteria Capital, Chiratae Ventures",1097445.4585577499,1639656.3485408116,2052886.075756618,2173350.605994602,1956974.652980754,2523281.256060362
Legitquest,2021,2021.0,LegalTech,Unknown,1413682.46,New New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,"WaterBridge Ventures, Info Edge",1684356.0736714855,2230940.775621413,2428792.133371915,2521659.6198278475,2884347.240571052,3140620.2027215986
Swiggy,2021,2018.0,Food delivery,Unknown,553717.8,Bengaluru,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,"Carmignac, Falcon Edge Capital",934822.0844645848,909713.7017133143,910030.475859951,996302.9394836505,1184669.5870875886,1346758.7957779046
AntWak,2021,2018.0,EdTech,Seed,1322926.0,Bengaluru,AntWak provides a video platform for e-learning service.,"Vaibhav Domkundwar, Kunal Shah",1652654.384146561,2151634.933277064,2056616.7952996818,2542458.377073547,2244784.4582245364,2876529.539395072
PlayShifu,2021,2020.0,EdTech,Series B,1368010.55,Bengaluru,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,"Chiratae Ventures, Bharat Innovation Fund",1872427.1785300279,2248254.9190556137,2025794.9132003898,2505984.8981502806,2811101.0083820242,2716645.3022122276
Pitstop,2021,2018.0,Automotive,Pre-series B,1812476.03,Bengaluru,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,"Acko Technology, Services, LetsVenture",2710851.3868300463,2755529.22403776,3263486.392629303,3342736.496033192,3807762.8131078784,4513670.776315465
Lendingkart,2021,2018.0,FinTech,Debt,1551843.62,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,"Bertelsmann India Investments, Fullerton Financial Holdings",2399630.8427590993,2226933.727355566,2384850.9947523177,3058311.9353193194,2592421.795939182,3178596.0976705877
CRED,2021,2002.0,FinTech,Series D,1766017.65,Bengaluru,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,"Dragoneer Investment Group, Tiger Global Management",2844826.30429638,3014875.741251624,2908168.9785905206,2687380.686798735,3074693.037555171,3513843.0629349384
Karnival,2021,2012.0,SaaS startup,Seed,1127054.72,Bengaluru,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,http://100x.vc/,1722028.171078026,1728266.4080682404,1648209.231502223,2297188.570847736,2288218.81286183,2472273.340211027
PharmEasy,2021,2017.0,HealthTech,Series E,1136482.33,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.","TPG Growth, Caisse de Depot et Placement du Quebec",1704283.5764145718,1820949.9261299928,2204198.615286416,2000503.423462329,2045188.1595002026,2571021.202807033
WESS,2021,2012.0,Renewable Energy,Seed,1337824.93,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,Centrum Financial Services,1760862.5301415506,2272139.6135478364,2345073.181056469,2536858.005218667,2930987.8586812573,2540830.1487580566
ShopSe,2021,2010.0,FinTech,Unknown,520586.86,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,"Chiratae Ventures, BEENEXT",811849.7163885693,827312.1707940466,967495.4897621068,819762.0973110839,956200.6929003656,1026853.4311008758
