Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
Jai Kisan,2021,2017.0,FinTech,Series A,352941.18,813862.1787385190,Mumbai,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"The Chatterjee Group, Prophetic Ventures"
Plum,2021,2012.0,HealthCare,Series A,176470.59,833085.1967855950,Bengaluru,High quality health insurance and health benefits,"Harsh Jain, Lalit Keshre"
ThatMate,2021,2014.0,HealthCare,Unknown,1647.06,5169.256358249310,Satara,ThatMate is a sexual and mental wellness app for teens.,"Supriya Kumari, Premanshu Singh"
Klassroom,2021,2020.0,EdTech,Pre-series A,2352.94,6281.011627889630,Mumbai,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,ah! Ventures
Convin,2021,2018.0,SaaS startup,Pre-seed,3529.41,6249.17969882112,Bengaluru,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,2021,2021.0,Clothing,Series A,588235.29,2533823.4030281400,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.","Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,2021,2018.0,Consulting,Unknown,2352.94,5020.456032728830,Ahmadabad,A consultancy platform for startups,Pravesh Mehta
MedTel Healthcare,2021,2016.0,HealthCare,Pre-series A,58823.53,144461.94315297400,Orissia,An aggregator for Digital Health Clinics in low resource settings.,Unknown
Pickright Technologies,2021,2019.0,FinTech,Unknown,2352.94,8001.855931067880,Bengaluru,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,2021,2014.0,EdTech,Seed,323398839173535.44,685192915956195.4,New Delhi,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,Lead Angels
BharatPe,2021,2016.0,FinTech,Debt,70588.24,203750.53145847100,New Delhi,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Amplo, Insight Partners"
RuleZero,2021,2015.0,Tech Startup,Seed,11764.71,22278.4027378467,Bengaluru,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Induslaw, Reddy Futures"
Rubix Data Sciences,2021,2015.0,IT startup,Seed,9411.76,33957.512546749600,Mumbai,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Unknown
Locobuzz,2021,2010.0,Analytics,Series A,47058.82,188258.97725574800,Mumbai,LocoBuzz is an analytics-based integrated marketing platform.,Yuj Ventures
We Founder Circle,2021,2017.0,FinTech,Pre-seed,23529.41,65925.39249261970,Mumbai,"A global platform of founders for founders offering investment, network and business opportunities.",Geekster
Haqdarshak,2021,2018.0,Finance,Pre-series A,9411.76,26485.26280988530,Jaipur,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Manish Subramaniam, Upaya Social Ventures"
Celcius,2021,2017.0,Logistics,Seed,323398839173535.44,846451859323899.4,Mumbai,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,Eaglewings Ventures
Enthu.ai,2021,2018.0,AI startup,Unknown,2352.94,6304.733043630950,Chandigarh,Enthu.AI operates as a conversation intelligence startup.,Appit Simple Infotek
Myelin Foundry,2021,2012.0,AI startup,Pre-series A,11764.71,35140.347941594800,Bengaluru,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",Beyond Next Ventures
SuperOps.ai,2021,2013.0,AI startup,Seed,35294.12,175770.59556049800,Chennai,SuperOps.ai is an early stage startup in the MSP space.,"Ramakant Sharma, Elevation Capital"
Teachmint,2021,2019.0,EdTech,Series A,194117.65,475803.1178852490,Bengaluru,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Lightspeed India Partners, CM Ventures"
Sarathi,2021,2020.0,HealthCare,Seed,1176.47,2864.1794408165400,Jodhpur,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Unknown
Jidoka Technologies,2021,2018.0,Software,Seed,4000.0,9394.00868220346,Chennai,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Unknown
Rapido,2021,2017.0,Transportation,Series C,505882.35,1103053.1248144100,Bengaluru,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Skycatcher, Nexus Venture Partners"
BYJU'S,2021,2011.0,EdTech,Unknown,1764705.88,8434874.357942880,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Tiga Investments, Baron Capital"
ElasticRun,2021,2011.0,E-commerce,Series D,882352.94,3771261.549041160,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Avataar Venture Partners, Kalaari Capital"
Avail Finance,2021,2020.0,FinTech,Debt,35294.12,158739.13821122700,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Alteria Capital, Matrix Partners India"
Nivesh,2021,2015.0,FinTech,Pre-series A,18823.53,84841.34892360580,Noida,Nivesh.com is a mass market mutual funds investment platform.,"Raghav Kapur, Indian Angel Network"
Thingsup,2021,2018.0,IoT platform,Unknown,11764.71,47276.720573149,Pune,Thingsup is an Enterprise Grade IoT Platform.,GSF Accelerator
Arthya Wealth and Investments,2021,2016.0,FinTech,Pre-series A,11764.71,52664.97120377280,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.","Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,2021,2017.0,E-commerce,Unknown,705882.35,2646493.682496380,Mumbai,Grocery delivery startup,"Glade Brook Capital, Nexus, Y Combinator"
Fi,2021,2021.0,Financial Services,Series B,588235.29,1649551.5818896600,Bengaluru,Fi is a neo bank.,"Capital Group, Falcon Edge"
Kiko Live,2021,2021.0,Commerce,Pre-series A,11764.71,23832.887464506400,Gurugram,Video-based social commerce startup,"Dinesh Agarwal, Amarjit Batra"
TurboHire,2021,2017.0,Computer Software,Unknown,323398839173535.44,1331432270491337.0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking","Arcilla, Samir Khosla"
The Hosteller,2021,2020.0,Hospitality,Pre-series A,11764.71,57522.33587356450,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.","SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,2021,2017.0,Defense & Space,Unknown,323398839173535.44,746402343851479.1,Bengaluru,SatSure is an innovative decision analytics company,Baring PE India
Ruptok Fintech,2021,2016.0,Financial Services,Pre-series A,23529.41,85849.34800061270,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Manuvel Malabar Jewellers
VilCart,2021,2021.0,Retail,Unknown,23529.41,45709.770896902800,Bengaluru,Vilcart's motto is sustainable rural development through stability for rural retailers.,Nabventures
Dogsee Chew,2021,2019.0,Food & Beverages,Pre-series A,82352.94,304106.72007433300,Bengaluru,100% Natural Dog Treats.,Sixth Sense Ventures
Advantage Club,2021,2016.0,HR Tech,Pre-series A,38823.53,171550.77049619700,Gurugram,Advantage Club is India's largest employee engagement platform.,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,2021,2019.0,Financial Services,Unknown,1764.71,8177.985245126440,Bengaluru,TRDR is an all-new approach to investing.,"Kunal Shah, Snehal Fulzele"
Zoomcar,2021,2015.0,Mobility,Unknown,1082352.94,1845241.9918562600,Bengaluru,Zoomcar holds the distinction of being India’s first personal mobility platform,SternAegis Ventures
Leap India,2021,2015.0,Logistics & Supply Chain,Unknown,117647.06,378847.2315870280,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",CDC Group
SuperBottoms,2021,2016.0,Consumer Goods,Unknown,4705.88,7486.429250770140,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Alteria Capital
Cora Health,2021,2014.0,"Health, Wellness & Fitness",Seed,7058.82,22585.11219638600,Bengaluru,Social commerce marketplace for everyday health and wellness.,Indian Angel Network
Battery Smart,2021,2016.0,Renewables & Environment,Pre-series A,82352.94,126377.66140976400,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Blume Ventures, Orios Ventures"
The Good Glamm Group,2021,2011.0,Information Technology & Services,Series D,1764705.88,5609493.123995960,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,2021,2020.0,"Health, Wellness & Fitness",Series A,282352.94,718913.1051367450,Mumbai,A platform of digital first health clinics for men and women,Sequoia
CloudFiles,2021,2016.0,SaaS startup,Pre-seed,3529.41,6420.048264943790,Bengaluru,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",Titan Capital
The Viral Fever,2021,2018.0,Entertainment,Unknown,23529.41,75614.29381850630,Mumbai,India's leading digital entertainment network.,BlackSoil
Xpand,2021,2017.0,Retail,Pre-series A,17647.06,87843.07549581850,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,2021,2018.0,E-commerce,Series A,82352.94,194524.14740686800,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,OAKS Asset Management
Prodo,2021,2020.0,Business Supplies & Equipment,Pre-seed,3529.41,16007.026794151100,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Titan Capital, LetsVenture"
Unnati,2021,2016.0,FinTech,Series A,82352.94,228479.24954577100,Noida,Fintech powered digital agri ecosystem,"Incofin, NabVentures, Orios"
Lysto,2021,2015.0,NFT,Seed,35294.12,144947.97878829300,Bengaluru,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",BEENEXT
Buyofuel,2021,2017.0,Oil & Energy,Seed,1176.47,3686.671782850830,Coimbatore,Green Fuels Marketplace,Inflection Point Ventures
ElectricPe,2021,2020.0,EV,Seed,35294.12,134027.68947949300,Bengaluru,India's largest Electric Vehicle Charging Platform,"Blume Ventures, Micelio Fund"
Vayana Network,2021,2019.0,Financial Services,Series C,352941.18,1182700.7698505100,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.","CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,2021,2020.0,E-learning,Pre-seed,1176.47,5599.61820866499,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,"Ashish Jain, Ajay Surana"
Knocksense,2021,2016.0,Online Media,Unknown,1764.71,3515.3254114843500,Lucknow,Knocksense is a local news and recommendations platform.,"We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,2021,2016.0,Information Technology & Services,Unknown,52941.18,238072.28080425500,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.","Aroa Ventures, GVFL, Udaan"
Wingreens Farms,2021,2017.0,Food & Beverages,Unknown,200000.0,779598.3223577040,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.","Investcorp, Omidyar Network"
Doola,2021,2021.0,Company-as-a-Service,Unknown,35294.12,136020.29515002000,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,Nexus Venture Partners
EyeMyEye,2021,2018.0,Eyewear,Pre-series A,23529.41,113210.00479655800,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2000000
Bombay Hemp Company,2021,2019.0,Textiles,Unknown,23529.41,107966.2541455920,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,2021,2015.0,Information Technology & Services,Pre-series A,35294.12,130975.54096720200,Bengaluru,NeoBanking for Bharat,"Info Edge Ventures, Omnivore"
GuardianLink,2021,2015.0,Information Technology & Services,Series A,141176.47,667201.209858441,Chennai,Building tech infrastructure to help NFT commerce go mainstream,Kalaari Capital
Clinikk,2021,2019.0,Hospital & Health Care,Pre-series A,47058.82,188265.60164875400,Bengaluru,Transforming health insurance by building India's first managed care model,MassMutual Ventures
Toplyne,2021,2020.0,Computer Software,Unknown,29411.76,132712.4773692030,Bengaluru,Toplyne helps sales teams at product-led companies convert their freemium users!,"Sequoia Capital , Together Fund"
Mensa,2021,2019.0,D2C,Series B,1588235.29,5405537.242907820,Bengaluru,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.","Alpha Wave Ventures, Falcon Edge Capital"
